2022-05-26 13:05:227 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 13:05:497 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 13:05:890 INFO  MyAccountPage :127 - MouseHover on Women Tab :[[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 13:05:944 INFO  MyAccountPage :132 - Click on Top Tab :[[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Tops')]]
2022-05-26 13:05:479 INFO  CommonPage :35 - Entering Faced Short Sleeve T-Shirts[[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Faded Short Sleeve T-shirts')]]
2022-05-26 13:05:497 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 13:05:544 INFO  ProductPage :32 - Sending text to Quantity : 3 to [[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 13:05:601 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 13:05:660 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (ee881f3e5934f6b63c90741e431548d3)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 13:05:272 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 13:05:520 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 13:05:598 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //input[@id='email']]
2022-05-26 13:05:670 INFO  AuthPage :176 - Sending password Password123 to [[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //input[@id='passwd']]
2022-05-26 13:05:632 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 13:05:743 INFO  MyAccountPage :187 - Click on Contact Us Button[[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //div[@id='contact-link']/a]
2022-05-26 13:05:830 INFO  ContactPage :40 - Selecting Customer Service from drop down : [[ChromeDriver: chrome on WINDOWS (8466fe6034d4595eef223d6842502f9f)] -> xpath: //select[@id='id_contact']]
2022-05-26 14:05:678 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:504 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 14:05:608 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //input[@id='email']]
2022-05-26 14:05:680 INFO  AuthPage :176 - Sending password Password123 to [[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //input[@id='passwd']]
2022-05-26 14:05:947 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 14:05:380 INFO  MyAccountPage :117 - Mouse Hover to Dresses from Top Menu :[[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 14:05:682 INFO  MyAccountPage :122 - Click on Casual Dress :[[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Casual Dresses')]]
2022-05-26 14:05:963 INFO  CommonPage :30 - Entering Printed Dress Account[[ChromeDriver: chrome on WINDOWS (dc019f3b4674e895b986e33552b2a00c)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Printed Dress')]]
2022-05-26 14:05:992 INFO  ProductPage :37 - Clearing Quantity Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='quantity_wanted']'
2022-05-26 14:05:902 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:311 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:766 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:244 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 14:05:352 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='email']]
2022-05-26 14:05:419 INFO  AuthPage :176 - Sending password Lalit0123 to [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='passwd']]
2022-05-26 14:05:791 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 14:05:04 INFO  MyAccountPage :117 - Mouse Hover to Dresses from Top Menu :[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 14:05:570 INFO  MyAccountPage :122 - Click on Casual Dress :[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Casual Dresses')]]
2022-05-26 14:05:984 INFO  CommonPage :30 - Entering Printed Dress Account[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Printed Dress')]]
2022-05-26 14:05:01 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:46 INFO  ProductPage :32 - Sending text to Quantity : 2 to [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:93 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 14:05:155 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 14:05:883 INFO  MyAccountPage :127 - MouseHover on Women Tab :[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 14:05:816 INFO  MyAccountPage :132 - Click on Top Tab :[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Tops')]]
2022-05-26 14:05:636 INFO  CommonPage :35 - Entering Faced Short Sleeve T-Shirts[[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Faded Short Sleeve T-shirts')]]
2022-05-26 14:05:655 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:700 INFO  ProductPage :32 - Sending text to Quantity : 3 to [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:748 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 14:05:797 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (2f71a5835e1e612349a9c58fee08adb9)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 14:05:453 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:337 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 14:05:421 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //input[@id='email']]
2022-05-26 14:05:492 INFO  AuthPage :176 - Sending password Lalit0123 to [[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //input[@id='passwd']]
2022-05-26 14:05:375 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 14:05:266 INFO  MyAccountPage :187 - Click on Contact Us Button[[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //div[@id='contact-link']/a]
2022-05-26 14:05:349 INFO  ContactPage :40 - Selecting Customer Service from drop down : [[ChromeDriver: chrome on WINDOWS (9a35eafc097135d6b0c710afe39af407)] -> xpath: //select[@id='id_contact']]
2022-05-26 14:05:513 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 14:05:920 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 14:05:10 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='email']]
2022-05-26 14:05:81 INFO  AuthPage :176 - Sending password Lalit0123 to [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='passwd']]
2022-05-26 14:05:582 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 14:05:692 INFO  MyAccountPage :117 - Mouse Hover to Dresses from Top Menu :[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 14:05:884 INFO  MyAccountPage :122 - Click on Casual Dress :[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Casual Dresses')]]
2022-05-26 14:05:673 INFO  CommonPage :30 - Entering Printed Dress Account[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Printed Dress')]]
2022-05-26 14:05:689 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:726 INFO  ProductPage :32 - Sending text to Quantity : 2 to [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:770 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 14:05:823 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 14:05:635 INFO  MyAccountPage :127 - MouseHover on Women Tab :[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 14:05:511 INFO  MyAccountPage :132 - Click on Top Tab :[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Tops')]]
2022-05-26 14:05:441 INFO  CommonPage :35 - Entering Faced Short Sleeve T-Shirts[[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Faded Short Sleeve T-shirts')]]
2022-05-26 14:05:459 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:505 INFO  ProductPage :32 - Sending text to Quantity : 3 to [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 14:05:548 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 14:05:594 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (2a09c777a44b18d849fac0285fbe6fcd)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 15:05:154 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-26 15:05:488 INFO  HomePage :60 - Clicking on Sign In [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-26 15:05:591 INFO  AuthPage :171 - Sending emailaddress Lalit123@gmail.com to [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //input[@id='email']]
2022-05-26 15:05:660 INFO  AuthPage :176 - Sending password Lalit0123 to [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //input[@id='passwd']]
2022-05-26 15:05:589 INFO  AuthPage :143 - Clicking on Sign IN [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //button[@id='SubmitLogin']]
2022-05-26 15:05:662 INFO  MyAccountPage :117 - Mouse Hover to Dresses from Top Menu :[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 15:05:681 INFO  MyAccountPage :122 - Click on Casual Dress :[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Casual Dresses')]]
2022-05-26 15:05:291 INFO  CommonPage :30 - Entering Printed Dress Account[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Printed Dress')]]
2022-05-26 15:05:308 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 15:05:350 INFO  ProductPage :32 - Sending text to Quantity : 2 to [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //input[@id='quantity_wanted']]
2022-05-26 15:05:405 INFO  ProductPage :42 - Clicking on Add to Cart [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-26 15:05:459 INFO  ProductPage :47 - Clicking on Close button [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //header/div[3]/div[1]/div[1]/div[4]/div[1]/div[1]/span[1]]
2022-05-26 15:05:20 INFO  MyAccountPage :127 - MouseHover on Women Tab :[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[2]/a[1]]
2022-05-26 15:05:577 INFO  MyAccountPage :132 - Click on Top Tab :[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //li/h5/a[@class='subcategory-name' and contains(text(),'Tops')]]
2022-05-26 15:05:793 INFO  CommonPage :35 - Entering Faced Short Sleeve T-Shirts[[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //ul[@class='product_list grid row']//a[@class='product-name' and contains(text(),'Faded Short Sleeve T-shirts')]]
2022-05-26 15:05:811 INFO  ProductPage :37 - Clearing Quantity [[ChromeDriver: chrome on WINDOWS (d8de2a1cbdee2195ecee3c6d4ec7973a)] -> xpath: //input[@id='quantity_wanted']]
